"Data type","Cancer group/site","Year","Sex","Age group (years)","Count"
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","25–29",4
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","35–39",7
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","40–44",12
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","45–49",23
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","50–54",31
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","55–59",49
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","60–64",56
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","65–69",43
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","70–74",79
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","75–79",97
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","80–84",111
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","85–89",93
"Actual","Non-melanoma skin cancer (rare types)",2007,"Persons","90+",50
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","00–04",1
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","30–34",5
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","35–39",10
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","40–44",7
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","45–49",16
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","50–54",18
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","55–59",43
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","60–64",41
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","65–69",62
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","70–74",93
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","75–79",91
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","80–84",99
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","85–89",103
"Actual","Non-melanoma skin cancer (rare types)",2008,"Persons","90+",50
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","05–09",1
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","30–34",5
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","35–39",6
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","40–44",8
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","45–49",15
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","50–54",20
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","55–59",30
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","60–64",45
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","65–69",63
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","70–74",98
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","75–79",104
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","80–84",134
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","85–89",120
"Actual","Non-melanoma skin cancer (rare types)",2009,"Persons","90+",40
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","15–19",2
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","35–39",13
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","40–44",10
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","45–49",20
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","50–54",20
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","55–59",26
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","60–64",56
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","65–69",74
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","70–74",85
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","75–79",107
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","80–84",136
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","85–89",83
"Actual","Non-melanoma skin cancer (rare types)",2010,"Persons","90+",58
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","35–39",5
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","40–44",12
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","45–49",11
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","50–54",19
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","55–59",40
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","60–64",61
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","65–69",65
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","70–74",98
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","75–79",109
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","80–84",117
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","85–89",97
"Actual","Non-melanoma skin cancer (rare types)",2011,"Persons","90+",49
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","10–14",2
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","20–24",4
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","30–34",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","35–39",3
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","40–44",6
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","50–54",21
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","55–59",51
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","60–64",64
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","65–69",68
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","70–74",91
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","75–79",130
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","80–84",132
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","85–89",102
"Actual","Non-melanoma skin cancer (rare types)",2012,"Persons","90+",68
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","05–09",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","35–39",12
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","40–44",13
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","50–54",29
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","55–59",45
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","60–64",66
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","65–69",84
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","70–74",108
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","75–79",112
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","80–84",168
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","85–89",109
"Actual","Non-melanoma skin cancer (rare types)",2013,"Persons","90+",78
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","20–24",4
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","35–39",11
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","40–44",12
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","45–49",27
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","50–54",34
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","55–59",37
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","60–64",70
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","65–69",88
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","70–74",119
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","75–79",122
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","80–84",126
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","85–89",128
"Actual","Non-melanoma skin cancer (rare types)",2014,"Persons","90+",69
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","20–24",3
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","30–34",6
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","35–39",5
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","40–44",9
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","45–49",21
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","50–54",21
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","55–59",46
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","60–64",66
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","65–69",98
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","70–74",109
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","75–79",152
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","80–84",158
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","85–89",140
"Actual","Non-melanoma skin cancer (rare types)",2015,"Persons","90+",94
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","25–29",6
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","35–39",5
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","40–44",11
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","50–54",30
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","55–59",48
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","60–64",72
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","65–69",101
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","70–74",113
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","75–79",156
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","80–84",157
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","85–89",141
"Actual","Non-melanoma skin cancer (rare types)",2016,"Persons","90+",114
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","20–24",3
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","30–34",7
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","35–39",6
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","40–44",13
"Actual","Non-melanoma skin cancer (rare types)",2017,"Persons","45–49",18
